# board	channel	time[ps]	E	E_calib	E_short	Flag	board	channel	time[ps]	E	E_calib	E_short	Flag
0.00	0.00	233450822256000.00	393.00	275.55	38.00	nan	0.00	1.00	233450822268000.00	208.00	220.38	26.00	nan
0.00	1.00	233544156964000.00	205.00	217.20	26.00	nan	0.00	0.00	233544156964000.00	110.00	77.13	16.00	nan
0.00	0.00	233569381832000.00	87.00	61.00	15.00	nan	0.00	1.00	233569381840000.00	129.00	136.68	27.00	nan
0.00	1.00	233618293140000.00	595.00	630.40	58.00	nan	0.00	0.00	233618293164000.00	100.00	70.11	15.00	nan
0.00	0.00	233670492216000.00	604.00	423.49	52.00	nan	0.00	1.00	233670492228000.00	217.00	229.91	32.00	nan
0.00	1.00	233708777980000.00	281.00	297.72	32.00	nan	0.00	0.00	233708777988000.00	172.00	120.60	21.00	nan
0.00	1.00	233741009640000.00	1829.00	1937.83	144.00	nan	0.00	0.00	233741009664000.00	40.00	28.05	9.00	nan
0.00	1.00	233820433516000.00	497.00	526.57	50.00	nan	0.00	0.00	233820433524000.00	213.00	149.34	24.00	nan
0.00	0.00	233832664032000.00	168.00	117.79	22.00	nan	0.00	1.00	233832664040000.00	160.00	169.52	28.00	nan
0.00	1.00	233857140156000.00	359.00	380.36	44.00	nan	0.00	0.00	233857140160000.00	207.00	145.14	29.00	nan
0.00	1.00	233881602544000.00	347.00	367.65	34.00	nan	0.00	0.00	233881602620000.00	49.00	34.36	18.00	nan
0.00	1.00	233894644124000.00	566.00	599.68	53.00	nan	0.00	0.00	233894644136000.00	139.00	97.46	21.00	nan
0.00	1.00	233898851772000.00	506.00	536.11	46.00	nan	0.00	0.00	233898851784000.00	160.00	112.18	19.00	nan
0.00	0.00	233900177336000.00	1158.00	811.92	88.00	nan	0.00	1.00	233900177344000.00	340.00	360.23	39.00	nan
0.00	1.00	233993576820000.00	590.00	625.11	57.00	nan	0.00	0.00	233993576832000.00	113.00	79.23	13.00	nan
0.00	1.00	234005541804000.00	562.00	595.44	49.00	nan	0.00	0.00	234005541812000.00	153.00	107.27	21.00	nan
0.00	1.00	234006691648000.00	491.00	520.22	53.00	nan	0.00	0.00	234006691648000.00	299.00	209.64	32.00	nan
0.00	0.00	234012334612000.00	83.00	58.19	16.00	nan	0.00	1.00	234012334644000.00	67.00	70.99	20.00	nan
0.00	0.00	234019325640000.00	205.00	143.73	24.00	nan	0.00	1.00	234019325640000.00	504.00	533.99	54.00	nan
0.00	1.00	234139286024000.00	534.00	565.77	53.00	nan	0.00	0.00	234139286028000.00	253.00	177.39	30.00	nan
0.00	1.00	234158974248000.00	533.00	564.71	51.00	nan	0.00	0.00	234158974256000.00	207.00	145.14	24.00	nan
0.00	0.00	234178569516000.00	211.00	147.94	26.00	nan	0.00	1.00	234178569520000.00	141.00	149.39	18.00	nan
0.00	1.00	234179160124000.00	595.00	630.40	61.00	nan	0.00	0.00	234179160136000.00	129.00	90.45	17.00	nan
0.00	1.00	234181444464000.00	629.00	666.43	58.00	nan	0.00	0.00	234181444480000.00	91.00	63.80	14.00	nan
0.00	0.00	234287141820000.00	104.00	72.92	14.00	nan	0.00	1.00	234287141824000.00	126.00	133.50	21.00	nan
0.00	1.00	234300810620000.00	355.00	376.12	41.00	nan	0.00	0.00	234300810632000.00	67.00	46.98	14.00	nan
0.00	1.00	234396855032000.00	385.00	407.91	47.00	nan	0.00	0.00	234396855080000.00	32.00	22.44	18.00	nan
0.00	0.00	234427446088000.00	376.00	263.63	34.00	nan	0.00	1.00	234427446104000.00	155.00	164.22	24.00	nan
0.00	1.00	234462495752000.00	559.00	592.26	55.00	nan	0.00	0.00	234462495760000.00	142.00	99.56	16.00	nan
0.00	1.00	234484187088000.00	576.00	610.27	56.00	nan	0.00	0.00	234484187100000.00	118.00	82.73	19.00	nan
0.00	1.00	234504589532000.00	572.00	606.03	53.00	nan	0.00	0.00	234504589548000.00	138.00	96.76	20.00	nan
0.00	1.00	234541864680000.00	552.00	584.84	51.00	nan	0.00	0.00	234541864688000.00	103.00	72.22	15.00	nan
0.00	1.00	234616234216000.00	310.00	328.44	37.00	nan	0.00	0.00	234616234224000.00	56.00	39.26	11.00	nan
0.00	1.00	234633017428000.00	611.00	647.36	60.00	nan	0.00	0.00	234633017440000.00	136.00	95.36	17.00	nan
0.00	1.00	234670807604000.00	1263.00	1338.15	96.00	nan	0.00	0.00	234670807616000.00	204.00	143.03	28.00	nan
0.00	0.00	234712544540000.00	431.00	302.19	39.00	nan	0.00	1.00	234712544540000.00	393.00	416.38	43.00	nan
0.00	0.00	234777249980000.00	206.00	144.44	25.00	nan	0.00	1.00	234777250044000.00	76.00	80.52	24.00	nan
0.00	1.00	234786523096000.00	1252.00	1326.49	125.00	nan	0.00	0.00	234786523108000.00	235.00	164.77	28.00	nan
0.00	1.00	234840146548000.00	248.00	262.76	26.00	nan	0.00	0.00	234840146576000.00	41.00	28.75	13.00	nan
0.00	1.00	235070805976000.00	625.00	662.19	54.00	nan	0.00	0.00	235070806004000.00	85.00	59.60	16.00	nan
0.00	0.00	235081473428000.00	222.00	155.65	24.00	nan	0.00	1.00	235081473468000.00	82.00	86.88	21.00	nan
0.00	1.00	235175939028000.00	616.00	652.65	70.00	nan	0.00	0.00	235175939044000.00	59.00	41.37	13.00	nan
0.00	1.00	235202995036000.00	595.00	630.40	63.00	nan	0.00	0.00	235202995044000.00	108.00	75.72	15.00	nan
0.00	1.00	235249989052000.00	720.00	762.84	69.00	nan	0.00	0.00	235249989056000.00	394.00	276.25	39.00	nan
0.00	1.00	235249989580000.00	112.00	118.66	42.00	nan	0.00	0.00	235249989588000.00	57.00	39.97	23.00	nan
0.00	0.00	235330588140000.00	22.00	15.43	14.00	nan	0.00	1.00	235330588220000.00	243.00	257.46	29.00	nan
0.00	1.00	235364557208000.00	539.00	571.07	55.00	nan	0.00	0.00	235364557216000.00	137.00	96.06	16.00	nan
0.00	1.00	235644216120000.00	246.00	260.64	28.00	nan	0.00	0.00	235644216124000.00	116.00	81.33	15.00	nan
0.00	1.00	235724867756000.00	336.00	355.99	45.00	nan	0.00	0.00	235724867756000.00	134.00	93.95	18.00	nan
0.00	0.00	235725848032000.00	455.00	319.02	43.00	nan	0.00	1.00	235725848036000.00	233.00	246.86	25.00	nan
0.00	0.00	235777235584000.00	952.00	667.49	74.00	nan	0.00	1.00	235777235600000.00	115.00	121.84	19.00	nan
0.00	1.00	235782293940000.00	639.00	677.02	61.00	nan	0.00	0.00	235782293956000.00	62.00	43.47	12.00	nan
0.00	1.00	235930365296000.00	603.00	638.88	50.00	nan	0.00	0.00	235930365320000.00	95.00	66.61	14.00	nan
0.00	0.00	236070474256000.00	584.00	409.47	48.00	nan	0.00	1.00	236070474260000.00	294.00	311.49	33.00	nan
0.00	0.00	236074540632000.00	566.00	396.85	55.00	nan	0.00	1.00	236074540640000.00	263.00	278.65	31.00	nan
0.00	1.00	236103540048000.00	475.00	503.26	38.00	nan	0.00	0.00	236103540064000.00	140.00	98.16	20.00	nan
0.00	0.00	236176833396000.00	157.00	110.08	22.00	nan	0.00	1.00	236176833396000.00	213.00	225.67	28.00	nan
0.00	0.00	236216990812000.00	110.00	77.13	18.00	nan	0.00	1.00	236216990820000.00	118.00	125.02	19.00	nan
0.00	0.00	236221123948000.00	216.00	151.45	24.00	nan	0.00	1.00	236221123964000.00	123.00	130.32	20.00	nan
0.00	1.00	236370104680000.00	533.00	564.71	61.00	nan	0.00	0.00	236370104684000.00	159.00	111.48	18.00	nan
0.00	0.00	236376549484000.00	195.00	136.72	23.00	nan	0.00	1.00	236376549504000.00	104.00	110.19	20.00	nan
0.00	1.00	236455079848000.00	376.00	398.37	41.00	nan	0.00	0.00	236455079852000.00	297.00	208.24	34.00	nan
0.00	1.00	236462522488000.00	483.00	511.74	56.00	nan	0.00	0.00	236462522492000.00	287.00	201.23	30.00	nan
0.00	1.00	236480842348000.00	651.00	689.74	58.00	nan	0.00	0.00	236480842392000.00	41.00	28.75	12.00	nan
0.00	0.00	236518002656000.00	206.00	144.44	23.00	nan	0.00	1.00	236518002680000.00	134.00	141.97	27.00	nan
0.00	1.00	236560653500000.00	1063.00	1126.25	103.00	nan	0.00	0.00	236560653504000.00	415.00	290.97	42.00	nan
0.00	0.00	236560654056000.00	58.00	40.67	23.00	nan	0.00	1.00	236560654112000.00	121.00	128.20	37.00	nan
0.00	0.00	236700136592000.00	605.00	424.19	55.00	nan	0.00	1.00	236700136620000.00	76.00	80.52	18.00	nan
0.00	0.00	236706177104000.00	90.00	63.10	14.00	nan	0.00	1.00	236706177112000.00	101.00	107.01	18.00	nan
0.00	1.00	236834240896000.00	624.00	661.13	65.00	nan	0.00	0.00	236834240916000.00	61.00	42.77	11.00	nan
0.00	1.00	236957559184000.00	600.00	635.70	57.00	nan	0.00	0.00	236957559196000.00	88.00	61.70	14.00	nan
0.00	1.00	236962846268000.00	526.00	557.30	53.00	nan	0.00	0.00	236962846272000.00	228.00	159.86	26.00	nan
0.00	1.00	236975724528000.00	225.00	238.39	28.00	nan	0.00	0.00	236975724540000.00	87.00	61.00	15.00	nan
0.00	1.00	236994730756000.00	410.00	434.39	41.00	nan	0.00	0.00	236994730772000.00	108.00	75.72	16.00	nan
0.00	1.00	237067476700000.00	594.00	629.34	59.00	nan	0.00	0.00	237067476716000.00	88.00	61.70	13.00	nan
0.00	0.00	237091122620000.00	360.00	252.41	36.00	nan	0.00	1.00	237091122620000.00	460.00	487.37	55.00	nan
0.00	1.00	237165185068000.00	566.00	599.68	56.00	nan	0.00	0.00	237165185076000.00	145.00	101.67	19.00	nan
0.00	1.00	237182946700000.00	458.00	485.25	45.00	nan	0.00	0.00	237182946712000.00	151.00	105.87	20.00	nan
0.00	1.00	237390007864000.00	527.00	558.36	52.00	nan	0.00	0.00	237390007876000.00	119.00	83.44	16.00	nan
0.00	1.00	237404143912000.00	602.00	637.82	59.00	nan	0.00	0.00	237404143932000.00	88.00	61.70	17.00	nan
0.00	0.00	237520893860000.00	161.00	112.88	21.00	nan	0.00	1.00	237520893876000.00	152.00	161.04	27.00	nan
0.00	0.00	237594526540000.00	206.00	144.44	24.00	nan	0.00	1.00	237594526544000.00	198.00	209.78	31.00	nan
0.00	1.00	237611986308000.00	581.00	615.57	64.00	nan	0.00	0.00	237611986320000.00	79.00	55.39	11.00	nan
0.00	0.00	237798978948000.00	253.00	177.39	32.00	nan	0.00	1.00	237798978964000.00	129.00	136.68	24.00	nan
0.00	0.00	237810655684000.00	355.00	248.91	36.00	nan	0.00	1.00	237810655740000.00	1114.00	1180.28	115.00	nan
0.00	0.00	237839421192000.00	346.00	242.59	38.00	nan	0.00	1.00	237839421200000.00	169.00	179.06	20.00	nan
0.00	1.00	237898025624000.00	519.00	549.88	58.00	nan	0.00	0.00	237898025636000.00	104.00	72.92	13.00	nan
0.00	1.00	237951990036000.00	497.00	526.57	52.00	nan	0.00	0.00	237951990044000.00	185.00	129.71	25.00	nan
0.00	1.00	237978004072000.00	137.00	145.15	19.00	nan	0.00	0.00	237978004092000.00	37.00	25.94	12.00	nan
0.00	0.00	238044584348000.00	397.00	278.35	43.00	nan	0.00	1.00	238044584352000.00	213.00	225.67	26.00	nan
0.00	1.00	238055703968000.00	244.00	258.52	34.00	nan	0.00	0.00	238055703968000.00	254.00	178.09	26.00	nan
0.00	0.00	238107579148000.00	133.00	93.25	17.00	nan	0.00	1.00	238107579152000.00	151.00	159.99	27.00	nan
0.00	1.00	238109387040000.00	367.00	388.84	39.00	nan	0.00	0.00	238109387080000.00	58.00	40.67	17.00	nan
0.00	0.00	238188943716000.00	326.00	228.57	33.00	nan	0.00	1.00	238188943716000.00	320.00	339.04	39.00	nan
0.00	0.00	238240074596000.00	476.00	333.74	51.00	nan	0.00	1.00	238240074600000.00	318.00	336.92	40.00	nan
0.00	0.00	238296099552000.00	383.00	268.54	38.00	nan	0.00	1.00	238296099552000.00	412.00	436.51	44.00	nan
0.00	0.00	238314647796000.00	502.00	351.97	47.00	nan	0.00	1.00	238314647804000.00	225.00	238.39	30.00	nan
0.00	0.00	238365988408000.00	245.00	171.78	26.00	nan	0.00	1.00	238365988408000.00	184.00	194.95	22.00	nan
0.00	0.00	238379845224000.00	347.00	243.30	41.00	nan	0.00	1.00	238379845236000.00	147.00	155.75	26.00	nan
0.00	0.00	238404293136000.00	212.00	148.64	22.00	nan	0.00	1.00	238404293136000.00	190.00	201.31	24.00	nan
0.00	1.00	238479078848000.00	303.00	321.03	31.00	nan	0.00	0.00	238479078852000.00	182.00	127.61	22.00	nan
0.00	0.00	238483514216000.00	856.00	600.18	65.00	nan	0.00	1.00	238483514224000.00	287.00	304.08	34.00	nan
0.00	1.00	238596113524000.00	591.00	626.16	61.00	nan	0.00	0.00	238596113560000.00	63.00	44.17	14.00	nan
0.00	1.00	238602920624000.00	383.00	405.79	50.00	nan	0.00	0.00	238602920644000.00	64.00	44.87	11.00	nan
0.00	1.00	238736936272000.00	551.00	583.78	60.00	nan	0.00	0.00	238736936288000.00	110.00	77.13	16.00	nan
0.00	1.00	238757497392000.00	519.00	549.88	49.00	nan	0.00	0.00	238757497404000.00	122.00	85.54	17.00	nan
0.00	1.00	238801075776000.00	287.00	304.08	34.00	nan	0.00	0.00	238801075788000.00	117.00	82.03	16.00	nan
0.00	0.00	238908295840000.00	802.00	562.31	79.00	nan	0.00	1.00	238908295856000.00	143.00	151.51	26.00	nan
0.00	0.00	238999613876000.00	279.00	195.62	27.00	nan	0.00	1.00	238999613904000.00	101.00	107.01	20.00	nan
0.00	1.00	238999627908000.00	570.00	603.91	51.00	nan	0.00	0.00	238999627928000.00	101.00	70.82	15.00	nan
0.00	0.00	239021012088000.00	193.00	135.32	25.00	nan	0.00	1.00	239021012088000.00	213.00	225.67	27.00	nan
0.00	1.00	239024446712000.00	490.00	519.15	58.00	nan	0.00	0.00	239024446720000.00	98.00	68.71	14.00	nan
0.00	1.00	239048080308000.00	282.00	298.78	34.00	nan	0.00	0.00	239048080308000.00	385.00	269.94	38.00	nan
0.00	0.00	239231621472000.00	618.00	433.31	60.00	nan	0.00	1.00	239231621512000.00	100.00	105.95	25.00	nan
0.00	0.00	239320759608000.00	205.00	143.73	25.00	nan	0.00	1.00	239320759608000.00	214.00	226.73	26.00	nan
0.00	0.00	239375472692000.00	686.00	480.98	64.00	nan	0.00	1.00	239375472696000.00	326.00	345.40	37.00	nan
0.00	1.00	239407814012000.00	191.00	202.37	24.00	nan	0.00	0.00	239407814016000.00	101.00	70.82	14.00	nan
0.00	0.00	239444412260000.00	131.00	91.85	15.00	nan	0.00	1.00	239444412264000.00	159.00	168.46	26.00	nan
0.00	1.00	239489169924000.00	195.00	206.60	26.00	nan	0.00	0.00	239489169924000.00	131.00	91.85	19.00	nan
0.00	0.00	239513767260000.00	251.00	175.99	24.00	nan	0.00	1.00	239513767268000.00	163.00	172.70	20.00	nan
0.00	0.00	239569766600000.00	295.00	206.84	32.00	nan	0.00	1.00	239569766612000.00	171.00	181.18	27.00	nan
0.00	1.00	239701454292000.00	271.00	287.12	35.00	nan	0.00	0.00	239701454304000.00	76.00	53.29	10.00	nan
0.00	1.00	239725481056000.00	596.00	631.46	56.00	nan	0.00	0.00	239725481076000.00	80.00	56.09	14.00	nan
0.00	0.00	239812514444000.00	242.00	169.68	25.00	nan	0.00	1.00	239812514464000.00	91.00	96.41	22.00	nan
0.00	1.00	239884902748000.00	510.00	540.35	61.00	nan	0.00	0.00	239884902760000.00	115.00	80.63	15.00	nan
0.00	1.00	239963707056000.00	169.00	179.06	26.00	nan	0.00	0.00	239963707060000.00	108.00	75.72	13.00	nan
0.00	0.00	240044085952000.00	185.00	129.71	23.00	nan	0.00	1.00	240044085968000.00	119.00	126.08	19.00	nan
0.00	1.00	240082129424000.00	470.00	497.96	52.00	nan	0.00	0.00	240082129428000.00	206.00	144.44	27.00	nan
0.00	0.00	240329441584000.00	291.00	204.03	29.00	nan	0.00	1.00	240329441584000.00	425.00	450.29	41.00	nan
0.00	1.00	240681956136000.00	595.00	630.40	68.00	nan	0.00	0.00	240681956156000.00	90.00	63.10	15.00	nan
0.00	0.00	240771358648000.00	1233.00	864.51	102.00	nan	0.00	1.00	240771358660000.00	195.00	206.60	24.00	nan
0.00	0.00	240883196076000.00	273.00	191.41	29.00	nan	0.00	1.00	240883196084000.00	167.00	176.94	23.00	nan
0.00	0.00	240910803748000.00	436.00	305.70	48.00	nan	0.00	1.00	240910803748000.00	379.00	401.55	41.00	nan
0.00	1.00	240911849488000.00	209.00	221.44	26.00	nan	0.00	0.00	240911849500000.00	101.00	70.82	16.00	nan
0.00	1.00	240930351492000.00	471.00	499.02	55.00	nan	0.00	0.00	240930351496000.00	254.00	178.09	30.00	nan
0.00	0.00	240957197212000.00	135.00	94.65	17.00	nan	0.00	1.00	240957197220000.00	132.00	139.85	22.00	nan
0.00	1.00	241011471620000.00	611.00	647.36	62.00	nan	0.00	0.00	241011471640000.00	98.00	68.71	17.00	nan
0.00	1.00	241072828840000.00	572.00	606.03	57.00	nan	0.00	0.00	241072828864000.00	53.00	37.16	12.00	nan
0.00	0.00	241100129192000.00	140.00	98.16	17.00	nan	0.00	1.00	241100129200000.00	110.00	116.55	18.00	nan
0.00	1.00	241127716440000.00	422.00	447.11	52.00	nan	0.00	0.00	241127716444000.00	160.00	112.18	21.00	nan
0.00	1.00	241361379632000.00	572.00	606.03	56.00	nan	0.00	0.00	241361379644000.00	149.00	104.47	19.00	nan
0.00	1.00	241440506168000.00	486.00	514.92	50.00	nan	0.00	0.00	241440506176000.00	243.00	170.38	31.00	nan
0.00	1.00	241504880208000.00	422.00	447.11	44.00	nan	0.00	0.00	241504880212000.00	337.00	236.28	33.00	nan
0.00	0.00	241504880752000.00	49.00	34.36	18.00	nan	0.00	1.00	241504880772000.00	74.00	78.40	32.00	nan
0.00	0.00	241516553432000.00	1249.00	875.72	96.00	nan	0.00	1.00	241516553440000.00	239.00	253.22	29.00	nan
0.00	0.00	241560811848000.00	354.00	248.20	42.00	nan	0.00	1.00	241560811856000.00	118.00	125.02	19.00	nan
0.00	1.00	241624305588000.00	580.00	614.51	67.00	nan	0.00	0.00	241624305608000.00	87.00	61.00	15.00	nan
0.00	1.00	241648465604000.00	151.00	159.99	23.00	nan	0.00	0.00	241648465616000.00	64.00	44.87	13.00	nan
0.00	0.00	241659484392000.00	221.00	154.95	27.00	nan	0.00	1.00	241659484424000.00	81.00	85.82	19.00	nan
0.00	1.00	241696740408000.00	596.00	631.46	60.00	nan	0.00	0.00	241696740420000.00	118.00	82.73	17.00	nan
0.00	1.00	241710690592000.00	248.00	262.76	29.00	nan	0.00	0.00	241710690596000.00	246.00	172.48	30.00	nan
0.00	1.00	241723635404000.00	481.00	509.62	54.00	nan	0.00	0.00	241723635412000.00	184.00	129.01	19.00	nan
0.00	1.00	241774257692000.00	219.00	232.03	28.00	nan	0.00	0.00	241774257692000.00	317.00	222.26	35.00	nan
0.00	1.00	241784095604000.00	517.00	547.76	52.00	nan	0.00	0.00	241784095612000.00	198.00	138.83	28.00	nan
0.00	1.00	241958763832000.00	199.00	210.84	28.00	nan	0.00	0.00	241958763836000.00	116.00	81.33	17.00	nan
0.00	1.00	242156484468000.00	601.00	636.76	60.00	nan	0.00	0.00	242156484488000.00	61.00	42.77	11.00	nan
0.00	1.00	242199152344000.00	588.00	622.99	58.00	nan	0.00	0.00	242199152352000.00	164.00	114.99	24.00	nan
0.00	1.00	242227301628000.00	534.00	565.77	54.00	nan	0.00	0.00	242227301636000.00	171.00	119.89	24.00	nan
0.00	1.00	242283474724000.00	520.00	550.94	54.00	nan	0.00	0.00	242283474732000.00	145.00	101.67	16.00	nan
0.00	0.00	242363926460000.00	486.00	340.75	47.00	nan	0.00	1.00	242363926464000.00	291.00	308.31	31.00	nan
0.00	0.00	242406749344000.00	476.00	333.74	47.00	nan	0.00	1.00	242406749356000.00	130.00	137.74	22.00	nan
0.00	0.00	242426005800000.00	154.00	107.98	13.00	nan	0.00	1.00	242426005812000.00	129.00	136.68	18.00	nan
0.00	0.00	242621776448000.00	1127.00	790.18	88.00	nan	0.00	1.00	242621776452000.00	434.00	459.82	45.00	nan
0.00	1.00	242698125336000.00	430.00	455.58	44.00	nan	0.00	0.00	242698125344000.00	157.00	110.08	20.00	nan
0.00	1.00	242704190280000.00	560.00	593.32	56.00	nan	0.00	0.00	242704190288000.00	119.00	83.44	16.00	nan
0.00	1.00	242792985428000.00	463.00	490.55	48.00	nan	0.00	0.00	242792985432000.00	238.00	166.87	26.00	nan
0.00	0.00	242832735820000.00	155.00	108.68	22.00	nan	0.00	1.00	242832735824000.00	238.00	252.16	37.00	nan
0.00	1.00	242881263336000.00	346.00	366.59	39.00	nan	0.00	0.00	242881263336000.00	469.00	328.83	50.00	nan
0.00	1.00	242960781228000.00	170.00	180.12	21.00	nan	0.00	0.00	242960781232000.00	204.00	143.03	23.00	nan
0.00	0.00	243046087200000.00	333.00	233.48	32.00	nan	0.00	1.00	243046087204000.00	186.00	197.07	20.00	nan
0.00	0.00	243108514584000.00	145.00	101.67	17.00	nan	0.00	1.00	243108514608000.00	93.00	98.53	20.00	nan
0.00	1.00	243161485588000.00	470.00	497.96	46.00	nan	0.00	0.00	243161485596000.00	211.00	147.94	22.00	nan
0.00	0.00	243194782796000.00	37.00	25.94	19.00	nan	0.00	1.00	243194782856000.00	1000.00	1059.50	91.00	nan
0.00	0.00	243224783676000.00	507.00	355.48	47.00	nan	0.00	1.00	243224783680000.00	236.00	250.04	33.00	nan
0.00	1.00	243295303108000.00	583.00	617.69	55.00	nan	0.00	0.00	243295303140000.00	43.00	30.15	14.00	nan
0.00	1.00	243306519316000.00	532.00	563.65	50.00	nan	0.00	0.00	243306519328000.00	138.00	96.76	19.00	nan
0.00	1.00	243354819108000.00	224.00	237.33	26.00	nan	0.00	0.00	243354819128000.00	65.00	45.57	15.00	nan
0.00	1.00	243395638372000.00	186.00	197.07	22.00	nan	0.00	0.00	243395638372000.00	210.00	147.24	25.00	nan
0.00	1.00	243441694384000.00	427.00	452.41	51.00	nan	0.00	0.00	243441694384000.00	360.00	252.41	32.00	nan
0.00	0.00	243533487688000.00	185.00	129.71	26.00	nan	0.00	1.00	243533487692000.00	166.00	175.88	23.00	nan
0.00	0.00	243543422592000.00	347.00	243.30	30.00	nan	0.00	1.00	243543422608000.00	114.00	120.78	18.00	nan
0.00	1.00	243550064640000.00	312.00	330.56	36.00	nan	0.00	0.00	243550064644000.00	114.00	79.93	18.00	nan
0.00	1.00	243646054948000.00	578.00	612.39	60.00	nan	0.00	0.00	243646054964000.00	95.00	66.61	14.00	nan
0.00	1.00	243677372160000.00	555.00	588.02	60.00	nan	0.00	0.00	243677372164000.00	138.00	96.76	19.00	nan
0.00	1.00	243836630124000.00	570.00	603.91	59.00	nan	0.00	0.00	243836630136000.00	106.00	74.32	14.00	nan
0.00	1.00	243898632792000.00	502.00	531.87	52.00	nan	0.00	0.00	243898632796000.00	127.00	89.04	18.00	nan
0.00	1.00	243963881844000.00	571.00	604.98	55.00	nan	0.00	0.00	243963881872000.00	78.00	54.69	15.00	nan
0.00	1.00	244072244560000.00	535.00	566.83	50.00	nan	0.00	0.00	244072244572000.00	128.00	89.75	19.00	nan
0.00	1.00	244100158616000.00	187.00	198.13	28.00	nan	0.00	0.00	244100158624000.00	75.00	52.59	12.00	nan
0.00	1.00	244201897232000.00	608.00	644.18	61.00	nan	0.00	0.00	244201897248000.00	74.00	51.88	14.00	nan
0.00	1.00	244263397976000.00	519.00	549.88	44.00	nan	0.00	0.00	244263397988000.00	186.00	130.41	25.00	nan
0.00	1.00	244307985732000.00	365.00	386.72	37.00	nan	0.00	0.00	244307985732000.00	512.00	358.98	51.00	nan
0.00	0.00	244389052388000.00	431.00	302.19	45.00	nan	0.00	1.00	244389052408000.00	104.00	110.19	15.00	nan
0.00	0.00	244389052928000.00	61.00	42.77	24.00	nan	0.00	1.00	244389052952000.00	19.00	20.13	9.00	nan
0.00	1.00	244443893596000.00	493.00	522.33	51.00	nan	0.00	0.00	244443893604000.00	190.00	133.22	24.00	nan
0.00	0.00	244530142688000.00	57.00	39.97	10.00	nan	0.00	1.00	244530142692000.00	86.00	91.12	12.00	nan
0.00	0.00	244773974880000.00	362.00	253.81	36.00	nan	0.00	1.00	244773974900000.00	101.00	107.01	20.00	nan
0.00	0.00	244816268032000.00	137.00	96.06	20.00	nan	0.00	1.00	244816268036000.00	147.00	155.75	22.00	nan
0.00	1.00	244819668320000.00	617.00	653.71	64.00	nan	0.00	0.00	244819668356000.00	52.00	36.46	14.00	nan
0.00	1.00	244863149088000.00	208.00	220.38	28.00	nan	0.00	0.00	244863149108000.00	74.00	51.88	15.00	nan
0.00	1.00	244948924400000.00	423.00	448.17	49.00	nan	0.00	0.00	244948924416000.00	56.00	39.26	14.00	nan
0.00	1.00	245015951856000.00	244.00	258.52	29.00	nan	0.00	0.00	245015951856000.00	383.00	268.54	41.00	nan
0.00	1.00	245016145964000.00	567.00	600.74	62.00	nan	0.00	0.00	245016145984000.00	94.00	65.91	16.00	nan
0.00	0.00	245016958640000.00	453.00	317.62	45.00	nan	0.00	1.00	245016958640000.00	364.00	385.66	41.00	nan
0.00	1.00	245031477356000.00	1845.00	1954.78	149.00	nan	0.00	0.00	245031477364000.00	459.00	321.82	46.00	nan
0.00	1.00	245214778080000.00	580.00	614.51	57.00	nan	0.00	0.00	245214778088000.00	137.00	96.06	20.00	nan
0.00	1.00	245234711860000.00	597.00	632.52	60.00	nan	0.00	0.00	245234711876000.00	122.00	85.54	17.00	nan
0.00	1.00	245240390188000.00	568.00	601.80	62.00	nan	0.00	0.00	245240390216000.00	62.00	43.47	15.00	nan
0.00	1.00	245249434176000.00	383.00	405.79	34.00	nan	0.00	0.00	245249434220000.00	60.00	42.07	13.00	nan
0.00	1.00	245323736856000.00	576.00	610.27	68.00	nan	0.00	0.00	245323736880000.00	90.00	63.10	16.00	nan
0.00	0.00	245351911504000.00	1091.00	764.94	82.00	nan	0.00	1.00	245351911508000.00	436.00	461.94	48.00	nan
0.00	1.00	245387755164000.00	451.00	477.83	46.00	nan	0.00	0.00	245387755168000.00	197.00	138.12	22.00	nan
0.00	1.00	245409912192000.00	600.00	635.70	59.00	nan	0.00	0.00	245409912212000.00	74.00	51.88	14.00	nan
0.00	0.00	245428041564000.00	266.00	186.50	32.00	nan	0.00	1.00	245428041572000.00	211.00	223.56	35.00	nan
0.00	1.00	245437371480000.00	455.00	482.07	49.00	nan	0.00	0.00	245437371484000.00	245.00	171.78	28.00	nan
0.00	1.00	245438759552000.00	137.00	145.15	20.00	nan	0.00	0.00	245438759552000.00	161.00	112.88	22.00	nan
0.00	1.00	245484073272000.00	599.00	634.64	67.00	nan	0.00	0.00	245484073280000.00	149.00	104.47	20.00	nan
0.00	1.00	245484660696000.00	638.00	675.96	64.00	nan	0.00	0.00	245484660736000.00	36.00	25.24	12.00	nan
0.00	1.00	245530487972000.00	780.00	826.41	77.00	nan	0.00	0.00	245530487976000.00	359.00	251.71	37.00	nan
0.00	1.00	245592822876000.00	295.00	312.55	34.00	nan	0.00	0.00	245592822876000.00	221.00	154.95	24.00	nan
0.00	1.00	245612326928000.00	479.00	507.50	50.00	nan	0.00	0.00	245612326932000.00	435.00	305.00	43.00	nan
0.00	1.00	245651491472000.00	481.00	509.62	53.00	nan	0.00	0.00	245651491472000.00	344.00	241.19	42.00	nan
0.00	1.00	245651492008000.00	75.00	79.46	28.00	nan	0.00	0.00	245651492024000.00	46.00	32.25	18.00	nan
0.00	0.00	245837156052000.00	196.00	137.42	25.00	nan	0.00	1.00	245837156060000.00	157.00	166.34	28.00	nan
